 * Running on http://0.0.0.0:9191/ (Press CTRL+C to quit)
10.1.69.80 - - [27/Jul/2018 10:01:24] "GET /reports/ajax/plays/d36cc9e8-6d1a-4e18-8d56-0e76514313ef.txt?_=1532656874361 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:24] "GET /reports/ajax/parameters/f20fccef-8aa2-44e0-8b54-8033d5945b33.txt?_=1532656874363 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/stats/f20fccef-8aa2-44e0-8b54-8033d5945b33.txt?_=1532656874364 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/results/ae73d659-1ae9-442b-b7ec-7f157fbd3f0f.txt?_=1532656874398 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/plays/f20fccef-8aa2-44e0-8b54-8033d5945b33.txt?_=1532656874365 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/results/d36cc9e8-6d1a-4e18-8d56-0e76514313ef.txt?_=1532656874362 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/parameters/d9da76e0-d070-46a5-8afc-2ee7d253c6f2.txt?_=1532656874367 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/stats/d9da76e0-d070-46a5-8afc-2ee7d253c6f2.txt?_=1532656874368 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/plays/d9da76e0-d070-46a5-8afc-2ee7d253c6f2.txt?_=1532656874369 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/results/d9da76e0-d070-46a5-8afc-2ee7d253c6f2.txt?_=1532656874370 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/parameters/c150cf6e-39aa-48be-9eb9-49cd02e309eb.txt?_=1532656874371 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:25] "GET /reports/ajax/results/f20fccef-8aa2-44e0-8b54-8033d5945b33.txt?_=1532656874366 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:26] "GET /reports/ajax/stats/c150cf6e-39aa-48be-9eb9-49cd02e309eb.txt?_=1532656874372 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:26] "GET /reports/ajax/plays/c150cf6e-39aa-48be-9eb9-49cd02e309eb.txt?_=1532656874373 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:26] "GET /reports/ajax/results/c150cf6e-39aa-48be-9eb9-49cd02e309eb.txt?_=1532656874374 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:26] "GET /reports/ajax/parameters/c66e3eaf-2164-42f2-ab30-ae6a894abe79.txt?_=1532656874375 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:26] "GET /reports/ajax/stats/c66e3eaf-2164-42f2-ab30-ae6a894abe79.txt?_=1532656874376 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:26] "GET /reports/ajax/plays/c66e3eaf-2164-42f2-ab30-ae6a894abe79.txt?_=1532656874377 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:26] "GET /reports/ajax/results/c66e3eaf-2164-42f2-ab30-ae6a894abe79.txt?_=1532656874378 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:26] "GET /reports/ajax/parameters/bbbd9ddf-15f8-4c93-a324-d40e6db892cd.txt?_=1532656874379 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/plays/bbbd9ddf-15f8-4c93-a324-d40e6db892cd.txt?_=1532656874381 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/stats/bbbd9ddf-15f8-4c93-a324-d40e6db892cd.txt?_=1532656874380 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/results/bbbd9ddf-15f8-4c93-a324-d40e6db892cd.txt?_=1532656874382 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/parameters/6dcb6d2d-e1f8-4916-a78d-6fffde3326b9.txt?_=1532656874383 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/stats/6dcb6d2d-e1f8-4916-a78d-6fffde3326b9.txt?_=1532656874384 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/plays/6dcb6d2d-e1f8-4916-a78d-6fffde3326b9.txt?_=1532656874385 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/results/6dcb6d2d-e1f8-4916-a78d-6fffde3326b9.txt?_=1532656874386 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/parameters/c7ad04d8-f7ea-4c1a-b7b2-940831d11f68.txt?_=1532656874387 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/stats/c7ad04d8-f7ea-4c1a-b7b2-940831d11f68.txt?_=1532656874388 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/plays/c7ad04d8-f7ea-4c1a-b7b2-940831d11f68.txt?_=1532656874389 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/parameters/d2ac7296-26d6-4918-89dd-3fdb6f8e10ed.txt?_=1532656874391 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:27] "GET /reports/ajax/results/c7ad04d8-f7ea-4c1a-b7b2-940831d11f68.txt?_=1532656874390 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:28] "GET /reports/ajax/stats/d2ac7296-26d6-4918-89dd-3fdb6f8e10ed.txt?_=1532656874392 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:28] "GET /reports/ajax/plays/d2ac7296-26d6-4918-89dd-3fdb6f8e10ed.txt?_=1532656874393 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:28] "GET /reports/ajax/parameters/ae73d659-1ae9-442b-b7ec-7f157fbd3f0f.txt?_=1532656874395 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:28] "GET /reports/ajax/results/d2ac7296-26d6-4918-89dd-3fdb6f8e10ed.txt?_=1532656874394 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:28] "GET /reports/ajax/stats/ae73d659-1ae9-442b-b7ec-7f157fbd3f0f.txt?_=1532656874396 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:28] "GET /reports/ajax/plays/ae73d659-1ae9-442b-b7ec-7f157fbd3f0f.txt?_=1532656874397 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:39] "GET /file/55db3777-87af-480b-ba1f-21323ab92350/ HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:01:40] "GET /static/packaged/patternfly/fonts/OpenSans-Light-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:02:00] "GET /result/a10f4283-a71c-42fd-9b62-df0005f4cd45/ HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:02:07] "GET /result/0939c2cb-6c9e-43e2-8e80-6e529e18c04c/ HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:02:34] "GET /result/2c7c51a8-575d-4e8b-ad36-7bf4edbb9f0a/ HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:02:43] "GET /result/e8fa884a-a03f-46da-882b-92fb568301e0/ HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:04:29] "GET /file/611f3736-b7db-4793-a4e3-5b5eb403c5be/ HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:01] "GET /file/611f3736-b7db-4793-a4e3-5b5eb403c5be/ HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:12] "GET /reports/f4e5c994-ccc1-4eb3-90e5-084a66965b3b.html HTTP/1.1" 404 -
10.1.69.80 - - [27/Jul/2018 10:06:12] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:15] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:19] "GET /reports/ajax/parameters/d36cc9e8-6d1a-4e18-8d56-0e76514313ef.txt?_=1532657174570 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:19] "GET /reports/ajax/plays/d36cc9e8-6d1a-4e18-8d56-0e76514313ef.txt?_=1532657174572 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:19] "GET /reports/ajax/parameters/f20fccef-8aa2-44e0-8b54-8033d5945b33.txt?_=1532657174574 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:19] "GET /reports/ajax/stats/d36cc9e8-6d1a-4e18-8d56-0e76514313ef.txt?_=1532657174571 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:19] "GET /reports/ajax/stats/f20fccef-8aa2-44e0-8b54-8033d5945b33.txt?_=1532657174575 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:19] "GET /reports/ajax/plays/f20fccef-8aa2-44e0-8b54-8033d5945b33.txt?_=1532657174576 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/parameters/d9da76e0-d070-46a5-8afc-2ee7d253c6f2.txt?_=1532657174578 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/stats/d9da76e0-d070-46a5-8afc-2ee7d253c6f2.txt?_=1532657174579 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/plays/d9da76e0-d070-46a5-8afc-2ee7d253c6f2.txt?_=1532657174580 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/results/d36cc9e8-6d1a-4e18-8d56-0e76514313ef.txt?_=1532657174573 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/results/d9da76e0-d070-46a5-8afc-2ee7d253c6f2.txt?_=1532657174581 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/parameters/c150cf6e-39aa-48be-9eb9-49cd02e309eb.txt?_=1532657174582 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/stats/c150cf6e-39aa-48be-9eb9-49cd02e309eb.txt?_=1532657174583 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/plays/c150cf6e-39aa-48be-9eb9-49cd02e309eb.txt?_=1532657174584 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/results/c150cf6e-39aa-48be-9eb9-49cd02e309eb.txt?_=1532657174585 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/results/f20fccef-8aa2-44e0-8b54-8033d5945b33.txt?_=1532657174577 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:20] "GET /reports/ajax/parameters/c66e3eaf-2164-42f2-ab30-ae6a894abe79.txt?_=1532657174586 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/stats/c66e3eaf-2164-42f2-ab30-ae6a894abe79.txt?_=1532657174587 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/plays/c66e3eaf-2164-42f2-ab30-ae6a894abe79.txt?_=1532657174588 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/results/c66e3eaf-2164-42f2-ab30-ae6a894abe79.txt?_=1532657174589 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/parameters/bbbd9ddf-15f8-4c93-a324-d40e6db892cd.txt?_=1532657174590 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/stats/bbbd9ddf-15f8-4c93-a324-d40e6db892cd.txt?_=1532657174591 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/plays/bbbd9ddf-15f8-4c93-a324-d40e6db892cd.txt?_=1532657174592 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/results/bbbd9ddf-15f8-4c93-a324-d40e6db892cd.txt?_=1532657174593 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/parameters/6dcb6d2d-e1f8-4916-a78d-6fffde3326b9.txt?_=1532657174594 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/stats/6dcb6d2d-e1f8-4916-a78d-6fffde3326b9.txt?_=1532657174595 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/plays/6dcb6d2d-e1f8-4916-a78d-6fffde3326b9.txt?_=1532657174596 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:21] "GET /reports/ajax/results/6dcb6d2d-e1f8-4916-a78d-6fffde3326b9.txt?_=1532657174597 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/parameters/c7ad04d8-f7ea-4c1a-b7b2-940831d11f68.txt?_=1532657174598 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/stats/c7ad04d8-f7ea-4c1a-b7b2-940831d11f68.txt?_=1532657174599 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/plays/c7ad04d8-f7ea-4c1a-b7b2-940831d11f68.txt?_=1532657174600 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/results/c7ad04d8-f7ea-4c1a-b7b2-940831d11f68.txt?_=1532657174601 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/parameters/d2ac7296-26d6-4918-89dd-3fdb6f8e10ed.txt?_=1532657174602 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/plays/d2ac7296-26d6-4918-89dd-3fdb6f8e10ed.txt?_=1532657174604 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/stats/d2ac7296-26d6-4918-89dd-3fdb6f8e10ed.txt?_=1532657174603 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/parameters/ae73d659-1ae9-442b-b7ec-7f157fbd3f0f.txt?_=1532657174606 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/results/d2ac7296-26d6-4918-89dd-3fdb6f8e10ed.txt?_=1532657174605 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/stats/ae73d659-1ae9-442b-b7ec-7f157fbd3f0f.txt?_=1532657174607 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/plays/ae73d659-1ae9-442b-b7ec-7f157fbd3f0f.txt?_=1532657174608 HTTP/1.1" 200 -
10.1.69.80 - - [27/Jul/2018 10:06:22] "GET /reports/ajax/results/ae73d659-1ae9-442b-b7ec-7f157fbd3f0f.txt?_=1532657174609 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:19] "GET / HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/css/pygments.css HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/css/ara.css HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:20] "GET /static/js/ara.js HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /static/packaged/patternfly/fonts/OpenSans-Regular-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /static/packaged/patternfly/fonts/OpenSans-Bold-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /static/packaged/patternfly/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /static/packaged/patternfly/fonts/OpenSans-Semibold-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /static/packaged/patternfly/fonts/PatternFlyIcons-webfont.ttf HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /reports/ajax/parameters/b46ddfa4-8567-498a-9874-c054a8fa6789.txt?_=1534327760471 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /reports/ajax/stats/b46ddfa4-8567-498a-9874-c054a8fa6789.txt?_=1534327760472 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /reports/ajax/plays/b46ddfa4-8567-498a-9874-c054a8fa6789.txt?_=1534327760473 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /reports/ajax/plays/27658490-4192-4103-b7f3-dda178efaf34.txt?_=1534327760477 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /reports/ajax/stats/27658490-4192-4103-b7f3-dda178efaf34.txt?_=1534327760476 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /reports/ajax/parameters/27658490-4192-4103-b7f3-dda178efaf34.txt?_=1534327760475 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:21] "GET /reports/ajax/results/b46ddfa4-8567-498a-9874-c054a8fa6789.txt?_=1534327760474 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/results/27658490-4192-4103-b7f3-dda178efaf34.txt?_=1534327760478 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/parameters/41490aca-c29e-44f7-900c-c4f5f7a20e40.txt?_=1534327760479 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/stats/41490aca-c29e-44f7-900c-c4f5f7a20e40.txt?_=1534327760480 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/plays/41490aca-c29e-44f7-900c-c4f5f7a20e40.txt?_=1534327760481 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/parameters/cff85df0-0aa4-472a-9ac1-b1c09672829e.txt?_=1534327760483 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/stats/cff85df0-0aa4-472a-9ac1-b1c09672829e.txt?_=1534327760484 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/results/41490aca-c29e-44f7-900c-c4f5f7a20e40.txt?_=1534327760482 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/plays/cff85df0-0aa4-472a-9ac1-b1c09672829e.txt?_=1534327760485 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/parameters/d2fe7c81-dad6-4533-aa4e-ccb15e743b77.txt?_=1534327760487 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/results/cff85df0-0aa4-472a-9ac1-b1c09672829e.txt?_=1534327760486 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/stats/d2fe7c81-dad6-4533-aa4e-ccb15e743b77.txt?_=1534327760488 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/parameters/249a20c0-1ace-4b93-a795-42ef6a28a59b.txt?_=1534327760491 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/plays/d2fe7c81-dad6-4533-aa4e-ccb15e743b77.txt?_=1534327760489 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/results/d2fe7c81-dad6-4533-aa4e-ccb15e743b77.txt?_=1534327760490 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/plays/249a20c0-1ace-4b93-a795-42ef6a28a59b.txt?_=1534327760493 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/stats/249a20c0-1ace-4b93-a795-42ef6a28a59b.txt?_=1534327760492 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:22] "GET /reports/ajax/parameters/1eb0455c-1c00-44ac-961f-393d23b7df94.txt?_=1534327760495 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/results/249a20c0-1ace-4b93-a795-42ef6a28a59b.txt?_=1534327760494 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/plays/1eb0455c-1c00-44ac-961f-393d23b7df94.txt?_=1534327760496 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/results/1eb0455c-1c00-44ac-961f-393d23b7df94.txt?_=1534327760497 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/parameters/f5b2434a-daea-42cf-87b6-78ae0fdbd2e7.txt?_=1534327760498 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/stats/f5b2434a-daea-42cf-87b6-78ae0fdbd2e7.txt?_=1534327760499 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/plays/f5b2434a-daea-42cf-87b6-78ae0fdbd2e7.txt?_=1534327760500 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/parameters/c8f90abf-c994-4e8e-bbf7-4a189cc24e95.txt?_=1534327760502 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/stats/c8f90abf-c994-4e8e-bbf7-4a189cc24e95.txt?_=1534327760503 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/results/f5b2434a-daea-42cf-87b6-78ae0fdbd2e7.txt?_=1534327760501 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/plays/c8f90abf-c994-4e8e-bbf7-4a189cc24e95.txt?_=1534327760504 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/parameters/fb884803-d676-4a10-b2e1-2978615f8d26.txt?_=1534327760506 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/results/c8f90abf-c994-4e8e-bbf7-4a189cc24e95.txt?_=1534327760505 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/stats/fb884803-d676-4a10-b2e1-2978615f8d26.txt?_=1534327760507 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/plays/fb884803-d676-4a10-b2e1-2978615f8d26.txt?_=1534327760508 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /reports/ajax/results/fb884803-d676-4a10-b2e1-2978615f8d26.txt?_=1534327760509 HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:23] "GET /static/images/favicon.ico HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:25] "GET /result/c7cafbf9-cb83-453d-b982-56581857e14d/ HTTP/1.1" 200 -
10.1.69.80 - - [15/Aug/2018 18:09:26] "GET /static/packaged/patternfly/fonts/OpenSans-Light-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:00] "GET /reports/ HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:01] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:01] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:01] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:01] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:01] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:01] "GET /static/js/ara.js HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:02] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:02] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:02] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:02] "GET /static/css/pygments.css HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:02] "GET /static/css/ara.css HTTP/1.1" 200 -
10.1.69.80 - - [23/Aug/2018 14:39:02] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
